age,work_cate,fnlwgt,education,edu_nums,marital,profession,relation,race,gender,earnings,loss,hour,motherland,label
36,8,379672,12,11,5,7,7,1,3,0,0,60,1,0
64,1,130727,3,9,8,12,4,1,3,2174,0,37,1,0
51,1,172046,5,13,2,7,2,1,1,0,0,45,1,1
57,1,228764,12,11,5,16,4,3,1,0,0,40,1,0
21,1,376393,3,9,3,12,6,1,3,0,0,25,1,0
53,1,185283,3,9,2,8,2,1,1,0,0,45,1,1
61,5,195789,10,14,2,7,2,1,1,0,0,30,1,0
50,1,243115,3,9,11,12,11,1,3,0,0,40,1,0
74,1,147558,4,10,5,10,4,1,3,7262,0,30,1,1
22,11,62865,4,10,3,12,4,1,3,0,0,8,1,0
25,5,275197,3,9,3,24,6,1,1,0,0,40,1,0
63,5,124015,10,14,9,6,4,1,1,0,0,40,1,1
38,12,282951,4,10,5,6,4,1,1,0,0,40,1,0
46,1,105253,10,14,2,6,2,1,1,0,1977,50,1,1
31,1,119164,3,9,3,7,11,1,1,0,0,40,5,0
35,5,263081,4,10,3,13,4,3,1,0,0,84,1,0
54,1,96062,5,13,2,6,2,1,1,0,0,40,1,0
50,1,44942,3,9,2,16,2,1,1,0,1848,48,1,1
37,13,127879,4,10,3,7,6,3,3,0,0,40,1,0
37,1,109633,3,9,5,13,4,1,3,0,0,40,1,0
29,1,109404,5,13,3,10,4,1,1,0,0,50,1,0
56,1,126677,3,9,2,16,2,1,1,3103,0,40,1,1
52,1,101113,3,9,2,20,2,1,1,0,0,66,1,1
40,1,117523,5,13,3,7,4,1,3,0,0,40,49,0
29,1,183523,10,14,2,6,2,1,1,0,1977,40,1,1
46,5,311231,3,9,2,24,2,1,1,0,0,40,1,0
49,1,459556,12,11,2,8,2,3,1,0,0,50,1,0
37,1,95551,4,10,5,10,4,1,3,0,0,45,1,0
36,1,126675,5,13,2,8,2,1,1,0,0,35,1,0
32,1,200246,4,10,2,8,2,1,1,0,0,40,1,1
53,1,108435,3,9,2,23,2,1,1,0,0,40,40,0
18,1,141332,14,7,3,10,6,3,1,0,0,8,1,0
48,1,117310,3,9,2,12,10,1,3,0,0,20,1,0
26,1,182380,3,9,5,8,4,1,1,0,0,40,1,0
64,9,226878,10,14,2,18,10,3,3,9386,0,50,50,1
49,1,123807,3,9,9,12,7,3,3,0,0,40,1,0
41,1,109539,3,9,3,10,4,1,3,0,0,40,1,0
20,8,38455,4,10,3,8,4,1,1,0,0,10,1,0
56,1,294209,3,9,5,6,4,1,3,0,0,48,1,0
33,1,130215,4,10,2,21,2,3,1,0,0,35,5,0
29,1,285294,16,12,3,12,7,3,3,0,0,40,1,0
29,1,168221,3,9,2,16,2,1,1,0,0,40,1,0
55,1,288907,3,9,5,8,4,1,1,4787,0,40,1,1
26,1,391349,5,13,3,10,4,1,3,0,0,45,1,0
32,1,170276,5,13,3,7,4,1,3,0,0,46,1,1
33,1,117963,3,9,3,16,11,1,1,0,0,55,1,0
54,8,68015,10,14,2,6,2,1,1,0,0,45,1,1
20,9,285208,4,10,3,18,6,1,3,0,0,30,1,0
33,1,181091,25,8,2,8,2,1,1,0,0,16,1,0
44,5,53956,4,10,2,16,2,1,1,0,0,57,1,0
47,13,198223,3,9,2,12,2,1,1,0,0,40,1,1
90,5,83601,23,15,8,6,4,1,1,1086,0,60,1,0
26,5,201579,27,3,3,6,7,1,1,0,0,14,4,0
44,1,137367,3,9,2,13,2,5,1,0,0,40,71,0
33,1,227325,16,12,3,13,4,1,1,0,0,60,74,0
28,1,129814,4,10,9,8,7,1,1,0,0,50,1,0
26,1,193050,4,10,5,12,7,1,3,0,0,18,1,0
33,1,204557,3,9,2,8,2,1,1,0,0,40,1,0
39,1,165743,24,5,2,21,2,1,1,0,0,40,1,0
34,5,48935,4,10,2,24,10,1,3,0,0,30,1,0
70,1,177906,4,10,2,7,2,1,1,6514,0,40,1,1
18,1,93985,4,10,3,13,6,1,1,0,0,30,1,0
20,1,148351,22,4,3,21,11,1,1,0,0,40,5,0
65,8,172646,24,5,2,7,2,1,1,0,0,40,1,0
52,1,145409,18,6,2,16,2,1,1,0,0,48,1,0
48,1,548568,10,14,2,10,2,1,1,0,0,50,1,1
47,1,117849,3,9,2,21,2,1,1,0,0,40,1,0
21,1,320425,4,10,3,6,6,1,1,0,0,30,1,0
25,1,158734,3,9,3,12,4,1,3,0,0,45,1,0
59,1,168416,3,9,11,27,4,1,3,0,0,36,48,0
63,5,33487,22,4,2,24,2,1,1,0,0,70,1,1
34,1,205072,3,9,3,10,4,1,1,0,0,50,1,0
44,1,210525,5,13,2,8,2,1,1,0,0,40,1,0
45,5,32948,5,13,2,24,2,1,1,0,0,60,1,0
48,12,196689,5,13,2,10,2,1,1,0,0,40,1,1
61,1,87032,3,9,8,12,4,1,3,0,0,40,1,0
44,12,325159,12,11,2,24,2,1,1,0,0,40,1,0
42,5,52131,4,10,3,7,4,1,1,0,0,40,1,0
40,1,266439,12,11,2,13,2,1,1,0,0,15,1,0
22,1,61850,10,14,3,10,11,1,3,0,0,21,1,0
19,1,163015,4,10,3,16,6,1,3,0,0,20,1,0
25,1,225135,3,9,3,16,7,1,3,0,0,40,1,0
28,12,109001,5,13,3,7,6,1,1,0,0,60,1,0
33,1,45796,3,9,2,10,2,1,1,0,0,40,1,1
29,1,214987,4,10,5,21,4,1,1,2174,0,40,1,0
19,1,311974,3,9,3,16,6,1,1,0,0,40,4,0
48,1,77404,4,10,2,7,2,1,1,0,0,60,1,1
43,1,153132,4,10,2,8,2,1,1,0,0,40,1,1
42,5,64631,5,13,2,7,2,1,1,0,0,40,1,1
63,1,151364,3,9,2,6,10,1,3,0,0,25,1,0
25,1,87487,5,13,3,6,6,1,3,0,0,50,1,0
41,5,200479,12,11,2,8,2,1,1,0,0,65,1,0
66,1,30740,3,9,3,23,4,1,3,0,0,15,1,0
59,1,153484,4,10,2,8,2,1,1,0,0,40,1,1
29,8,214385,10,14,3,6,4,3,3,0,0,35,1,0
29,9,565769,31,1,3,18,4,3,1,0,0,40,37,0
44,5,92162,3,9,5,8,4,1,1,0,0,40,1,0
29,1,210945,14,7,9,13,7,3,3,0,0,40,1,0
41,1,63105,3,9,3,8,4,1,1,0,0,42,1,1
44,1,185602,12,11,5,7,7,1,3,0,0,40,1,0
37,12,329980,5,13,2,10,2,1,1,15024,0,50,1,1
70,8,111712,3,9,2,7,2,1,1,0,0,22,1,0
25,8,48317,5,13,3,6,4,1,1,0,0,30,1,0
42,1,84661,4,10,5,8,6,1,1,0,0,30,1,0
47,1,121622,5,13,2,6,10,1,3,0,0,40,1,1
21,1,37514,4,10,3,12,6,1,1,0,0,30,1,0
72,1,174993,4,10,8,13,4,1,3,0,0,35,1,0
56,1,159472,22,4,2,20,2,1,1,0,0,40,1,0
52,8,195635,3,9,5,8,6,1,1,0,0,40,1,0
37,1,108282,5,13,2,7,2,1,1,0,0,45,1,0
63,1,55946,3,9,2,8,2,1,1,0,0,40,1,0
41,1,123306,4,10,2,24,2,1,1,0,0,40,1,0
27,1,284250,4,10,2,12,6,3,3,0,0,40,1,0
60,1,113443,3,9,5,12,4,1,3,0,0,45,1,0
23,1,309178,3,9,2,16,2,1,1,0,0,40,1,0
44,1,69236,4,10,5,12,4,5,1,0,0,40,43,0
34,8,182926,3,9,2,25,2,1,1,0,0,40,1,0
38,1,126675,5,13,2,6,2,1,1,0,0,40,1,1
39,1,187693,12,11,2,7,2,1,1,0,0,45,1,1
56,1,41100,10,14,5,7,4,1,3,0,0,40,1,1
53,11,261839,4,10,2,21,2,1,1,0,0,40,1,0
55,1,97197,4,10,5,10,4,1,3,0,0,50,1,0
29,1,260645,4,10,3,10,6,1,3,0,0,40,1,0
56,1,116878,27,3,2,16,2,1,1,0,0,40,44,1
49,9,227690,3,9,5,18,4,1,3,0,0,40,1,0
29,1,199411,12,11,2,6,2,1,1,0,0,40,1,1
25,1,194813,3,9,2,8,2,1,1,0,0,50,1,0
47,1,177087,3,9,8,7,4,1,3,0,2444,50,1,1
44,5,242434,5,13,5,10,4,1,3,27828,0,60,1,1
27,1,399123,3,9,3,21,11,3,1,0,1719,40,1,0
47,1,216999,5,13,2,7,2,1,1,0,0,50,1,0
47,1,47270,25,8,3,12,7,3,3,0,0,40,1,0
42,13,122215,3,9,2,8,2,1,1,0,0,48,1,1
26,1,37898,12,11,3,8,4,1,1,0,0,65,1,0
38,1,61343,24,5,2,8,2,1,1,0,0,40,1,0
40,1,32533,22,4,2,16,2,1,1,0,0,30,1,0
30,1,296897,3,9,5,12,7,3,3,0,0,40,1,0
29,1,201101,3,9,2,16,2,1,1,0,0,50,1,0
41,1,155293,12,11,2,8,2,1,1,0,0,45,1,0
40,1,101593,3,9,3,8,4,1,1,0,0,40,1,0
46,11,104908,3,9,3,13,7,3,3,0,0,40,1,0
54,5,139023,4,10,2,10,2,1,1,0,0,40,1,0
44,1,429832,4,10,2,7,2,1,1,0,0,40,1,1
32,1,352542,3,9,5,12,7,1,3,0,0,40,1,0
64,1,29559,3,9,5,21,4,1,3,0,0,38,1,0
61,8,205711,3,9,2,6,2,1,1,0,0,30,1,1
49,1,160706,14,7,9,16,4,1,1,0,0,40,20,0
59,13,101626,3,9,2,12,2,1,1,0,0,45,1,1
29,1,245226,3,9,3,21,7,3,1,0,0,40,1,0
39,1,118286,4,10,2,10,2,3,1,0,0,40,1,0
22,1,187703,12,11,3,13,11,1,1,0,0,40,52,0
49,1,289707,3,9,5,7,7,1,1,0,0,60,1,0
32,1,68330,3,9,2,8,2,1,1,0,1485,40,1,0
33,1,118786,5,13,3,10,4,1,1,0,1590,40,1,0
45,1,203785,24,5,2,21,2,1,1,0,0,40,1,0
23,1,32732,4,10,2,10,2,1,1,0,0,25,1,0
54,8,204567,3,9,8,12,7,1,3,0,0,40,1,0
39,5,131808,4,10,2,10,2,1,1,7688,0,80,1,1
22,1,33272,3,9,3,13,4,1,1,0,0,25,1,0
55,1,117477,14,7,11,13,7,3,3,0,0,40,50,0
36,5,240191,3,9,2,7,2,5,1,41310,0,90,37,0
38,1,93287,14,7,2,24,2,1,1,0,0,40,1,0
34,1,127651,3,9,2,7,2,1,1,0,0,45,1,1
57,1,222477,4,10,2,6,10,1,3,15024,0,8,1,1
23,1,345734,4,10,3,13,6,1,1,0,0,40,1,0
30,1,111567,4,10,2,8,2,1,1,0,0,40,1,1
38,1,108293,4,10,2,7,10,1,3,0,0,45,1,1
34,1,424988,24,5,2,8,2,1,1,0,0,40,4,0
38,8,94529,3,9,2,21,10,1,3,3103,0,50,1,1
42,1,163322,4,10,5,12,7,1,3,0,0,38,1,0
52,8,181132,3,9,2,12,2,1,1,0,1887,40,1,1
32,1,140092,5,13,2,7,2,1,1,0,0,55,1,0
29,1,131913,4,10,3,12,11,3,3,0,0,40,1,0
74,1,175945,3,9,8,12,4,1,3,0,0,28,1,0
48,1,247053,4,10,2,7,2,1,1,0,0,40,1,0
17,5,226203,25,8,3,10,6,1,1,0,0,45,1,0
23,1,205865,3,9,2,16,2,1,1,0,2179,60,1,0
22,8,200109,5,13,3,6,6,1,3,0,0,15,1,0
53,1,175029,3,9,2,7,2,1,1,0,0,50,1,1
20,1,55465,3,9,3,10,6,1,1,0,0,40,1,0
39,5,36989,12,11,2,20,2,1,1,0,0,70,1,1
23,1,255685,4,10,3,21,4,3,1,0,0,25,1,0
30,1,180765,14,7,5,13,7,1,3,0,0,32,1,0
34,5,180607,3,9,11,13,7,1,3,0,0,45,1,0
39,1,48063,25,8,2,21,2,1,1,0,0,32,1,0
37,11,159491,4,10,2,7,10,1,3,0,0,40,1,1
28,1,167789,3,9,3,10,4,1,3,0,0,60,1,0
23,1,124971,5,13,3,7,4,1,1,0,0,40,1,0
19,11,61710,4,10,3,13,6,1,3,0,0,12,1,0
32,1,127895,3,9,3,16,6,3,3,0,0,40,1,0
23,1,390348,4,10,3,13,6,1,1,0,0,44,43,0
25,1,205337,5,13,2,10,2,1,1,0,0,50,1,1
52,1,260954,18,6,8,16,7,3,3,0,0,40,1,0
30,9,331237,3,9,9,18,6,3,3,0,0,20,1,0
22,1,177526,3,9,3,8,6,1,1,2907,0,30,1,0
27,1,113882,18,6,2,8,2,1,1,4508,0,40,1,0
32,1,29144,5,13,3,10,4,1,1,0,0,35,1,0
39,8,124685,16,12,2,12,2,5,1,0,0,50,1,0
18,1,88440,3,9,2,10,10,1,3,0,0,36,1,0
28,1,265074,14,7,3,8,4,1,1,0,0,40,1,0
50,8,306985,10,14,2,12,11,1,3,0,2415,50,1,1
72,1,181494,3,9,8,13,7,1,3,0,0,25,1,0
76,1,138403,3,9,2,10,2,1,1,0,0,20,1,0
35,1,216473,3,9,5,8,7,1,1,0,0,40,1,0
36,1,143123,5,13,2,10,2,1,1,0,1902,40,1,1
19,1,132717,3,9,2,13,6,1,3,0,0,15,1,0
23,11,389792,5,13,3,7,6,1,1,0,0,30,1,0
36,1,359001,12,11,5,8,4,1,1,0,0,40,1,0
50,1,260052,5,13,5,7,7,1,1,15020,0,40,1,1
20,1,63633,4,10,3,13,7,1,3,0,0,25,1,0
64,5,234192,22,4,2,24,2,1,1,0,0,80,1,0
53,8,237523,4,10,2,25,2,1,1,0,0,40,1,1
33,5,183778,16,12,5,10,4,1,1,0,0,40,1,0
30,1,205916,3,9,3,16,11,3,1,0,0,40,1,0
31,1,131633,3,9,2,8,2,1,1,0,0,40,1,0
43,1,33121,4,10,2,12,2,1,1,0,0,35,1,0
38,13,32899,3,9,2,12,2,1,1,0,0,40,1,0
18,1,152171,4,10,3,13,4,1,1,0,0,25,1,0
46,8,127441,5,13,2,6,10,1,3,0,0,40,1,1
46,1,23074,3,9,8,12,4,1,3,0,0,40,36,0
42,1,91585,4,10,8,23,7,1,3,0,0,40,1,0
18,1,83451,3,9,3,12,4,1,3,0,0,25,1,0
23,8,219122,4,10,3,25,6,1,1,0,0,40,1,0
81,1,176500,25,8,8,10,4,1,3,0,0,30,1,0
40,9,246862,5,13,8,18,4,1,3,0,0,8,1,0
35,1,38468,3,9,5,13,7,1,3,0,0,21,1,0
24,9,35633,4,10,3,18,4,1,1,0,0,11,5,0
19,1,194608,24,5,3,21,6,1,3,0,0,40,1,0
30,1,269723,4,10,3,10,4,1,3,0,0,45,1,0
24,1,165054,12,11,3,8,4,1,1,0,0,45,1,0
24,1,127537,24,5,11,10,4,1,3,0,0,35,1,0
24,1,326931,24,5,3,20,7,9,1,0,0,40,30,0
24,1,307133,4,10,2,20,2,1,1,0,0,40,5,0
37,1,371576,4,10,9,16,4,3,1,0,0,40,1,0
50,1,160400,3,9,5,10,4,1,3,0,0,40,1,0
37,1,426350,5,13,2,10,2,1,1,15024,0,40,1,1
26,11,121789,12,11,5,7,7,1,3,0,0,40,1,0
18,1,218183,4,10,3,10,6,1,3,0,0,25,1,0
24,1,91189,3,9,2,8,2,1,1,0,0,40,1,0
18,1,232190,3,9,3,10,6,1,1,0,0,20,1,0
38,5,233033,10,14,2,6,2,5,1,0,0,40,1,0
66,12,74263,3,9,8,7,4,1,1,0,0,86,1,1
33,1,205950,12,11,2,16,2,1,1,0,0,40,1,1
25,1,213383,4,10,3,21,6,1,1,0,0,40,1,0
23,1,345577,4,10,5,27,4,1,3,0,0,26,1,0
20,9,322144,4,10,3,18,4,1,1,0,0,40,1,0
46,1,158825,3,9,5,8,4,1,3,14344,0,40,1,1
64,12,51286,10,14,2,10,2,1,1,6418,0,65,1,1
36,1,82488,5,13,2,12,10,5,3,0,0,40,12,0
31,13,40909,4,10,2,23,2,3,1,0,0,40,1,0
23,1,114939,4,10,3,13,6,1,3,0,0,30,1,0
61,1,221534,3,9,5,16,6,1,3,0,0,40,1,0
35,1,149455,4,10,9,7,6,3,3,0,0,40,1,0
68,9,353524,22,4,2,18,2,1,1,0,0,60,1,0
30,1,328734,18,6,3,16,7,1,3,0,0,40,1,0
21,1,112906,12,11,3,13,6,1,3,0,0,44,1,0
27,1,155038,4,10,3,13,6,3,1,0,0,40,1,0
26,1,100125,16,12,5,20,7,1,3,0,0,30,1,0
26,11,177048,4,10,2,25,6,3,1,0,0,40,1,0
43,1,72338,10,14,2,23,2,5,1,0,0,40,1,1
20,1,254547,3,9,3,12,4,3,3,0,0,35,75,0
20,8,186213,4,10,3,6,6,1,1,0,0,38,1,0
39,1,270557,10,14,5,13,4,1,3,0,0,50,1,1
48,1,41411,4,10,5,6,4,1,3,0,0,50,1,0
36,1,116445,3,9,5,16,6,1,1,0,0,40,1,0
34,5,247540,3,9,3,24,4,1,1,0,1974,30,1,0
37,1,358753,14,7,2,8,2,1,1,5013,0,40,1,0
37,5,156897,23,15,3,6,6,1,1,0,1564,55,1,1
44,5,360879,4,10,2,24,2,1,1,0,1902,80,1,1
51,1,256051,14,7,2,20,2,3,1,0,1628,40,1,0
34,1,179877,3,9,3,8,6,1,1,0,0,40,1,0
29,1,266583,3,9,2,10,2,3,1,2829,0,38,1,0
38,1,187711,4,10,2,8,2,1,1,0,0,43,1,1
34,8,206707,4,10,2,25,2,1,1,0,0,60,1,0
63,8,80655,4,10,5,12,4,1,3,0,0,40,1,0
47,13,409464,3,9,5,8,4,1,1,0,0,40,1,0
62,1,235997,25,8,8,12,7,1,3,0,0,37,4,0
20,1,59948,3,9,3,13,6,3,3,0,0,18,1,0
30,1,323833,27,3,2,16,2,1,1,0,0,40,4,0
53,1,290290,4,10,5,6,4,1,1,0,1590,50,1,0
20,9,291746,25,8,3,18,6,3,1,0,0,40,1,0
77,1,189173,3,9,2,6,2,1,1,0,0,35,1,0
50,11,392668,26,16,2,6,2,1,1,0,0,40,1,1
61,1,132529,18,6,2,8,2,1,1,0,0,40,1,0
56,1,68080,3,9,3,24,4,1,1,0,0,50,5,1
17,1,194717,14,7,3,6,6,1,3,0,0,15,1,0
43,1,307767,3,9,2,8,2,1,1,0,0,40,1,1
61,1,90051,22,4,2,16,10,1,3,3456,0,44,25,0
77,11,267799,26,16,11,6,4,1,1,0,0,4,1,1
49,1,81535,5,13,2,7,2,1,1,0,0,75,1,1
26,5,334267,4,10,3,24,4,1,1,0,0,40,1,0
30,5,55912,5,13,2,10,2,1,1,0,0,50,1,0
36,1,172706,3,9,2,16,2,1,1,0,0,40,1,0
35,1,240467,4,10,9,20,4,3,3,0,0,40,1,1
23,1,186006,3,9,3,13,7,1,3,0,0,37,1,0
38,1,65738,12,11,5,23,4,1,3,0,0,40,1,0
40,5,192878,3,9,2,13,2,1,1,0,0,40,1,0
27,11,413870,4,10,3,7,6,3,1,0,0,40,1,0
45,1,176341,3,9,5,13,7,1,3,0,0,32,1,0
66,9,28367,3,9,2,18,2,1,1,0,0,40,1,0
24,1,117210,5,13,3,7,6,1,1,0,0,36,1,0
21,9,231286,4,10,3,18,6,3,1,0,0,25,50,0
42,1,188465,3,9,5,13,4,1,3,0,0,25,1,0
31,8,253456,4,10,2,25,2,1,1,0,0,40,1,1
54,1,140592,3,9,5,12,4,1,3,0,0,40,1,0
46,1,171335,4,10,5,7,4,1,1,0,0,40,1,0
29,11,73928,5,13,3,6,6,5,3,0,0,15,1,0
24,1,161415,14,7,3,13,11,1,1,0,0,35,1,0
24,1,395297,4,10,3,13,7,1,3,0,0,30,43,0
40,11,385357,5,13,2,25,2,1,1,0,0,72,1,1
45,11,160599,16,12,3,8,4,1,1,0,0,40,1,0
35,1,222450,5,13,3,7,4,1,1,0,0,40,1,0
61,9,38603,22,4,5,18,4,1,1,0,0,20,1,0
50,1,178946,10,14,2,6,2,1,1,0,0,50,1,1
36,1,106471,5,13,2,6,2,1,1,0,0,40,1,1
35,1,341643,4,10,2,16,2,1,1,0,0,40,1,0
25,1,97952,5,13,3,6,4,1,1,0,0,40,5,0
31,1,111567,3,9,2,20,2,1,1,0,1848,50,1,1
43,8,201764,23,15,3,6,4,1,1,0,0,40,1,1
30,1,153549,5,13,3,16,4,1,1,0,0,48,1,0
44,8,264016,5,13,2,6,11,3,3,0,0,40,1,0
42,1,194636,5,13,2,7,2,1,1,0,0,40,1,0
64,11,184271,26,16,2,6,2,1,1,0,0,50,1,1
23,8,49296,4,10,11,6,6,3,1,0,0,40,1,0
60,1,96099,5,13,3,6,4,1,1,4101,0,60,1,0
18,5,304699,18,6,3,8,6,1,1,0,0,40,36,0
24,1,267181,4,10,3,13,6,1,1,0,0,35,1,0
40,1,154076,3,9,2,8,2,1,1,0,0,45,1,0
17,1,98209,14,7,3,10,6,1,3,0,0,10,1,0
33,1,92003,3,9,2,12,10,1,3,0,0,40,1,0
43,1,103759,3,9,2,20,2,1,1,0,0,40,1,0
56,1,269681,3,9,5,20,7,1,3,0,0,35,1,0
25,1,789600,3,9,3,12,7,1,3,0,0,40,1,0
25,1,152165,5,13,3,10,4,1,3,0,0,40,1,0
34,1,260560,5,13,2,7,2,1,1,0,0,50,1,1
40,12,214781,4,10,2,7,2,1,1,7298,0,65,1,1
64,1,207188,5,13,5,7,4,1,3,0,0,40,1,0
41,1,246258,4,10,5,12,7,1,3,0,0,40,1,0
44,1,101563,10,14,5,7,7,1,1,7430,0,45,1,1
60,1,69955,12,11,2,8,2,1,1,4064,0,40,1,0
25,1,124111,5,13,3,10,6,1,3,0,0,36,5,0
38,1,237091,4,10,11,13,7,1,3,0,0,36,63,0
26,1,318644,3,9,3,10,6,1,1,0,0,35,1,0
19,1,138917,4,10,3,10,6,3,3,0,0,20,1,0
31,1,97405,3,9,3,13,7,1,3,0,0,40,1,0
28,1,196674,3,9,2,16,2,1,1,0,0,45,1,0
25,1,405281,4,10,3,8,4,1,1,0,0,40,1,0
49,1,186256,4,10,2,12,2,1,1,0,0,40,1,0
44,1,120277,3,9,5,20,4,1,1,0,0,45,1,0
33,1,161035,14,7,2,8,2,1,1,0,0,49,1,0
34,1,176244,3,9,2,16,11,1,3,0,0,40,4,0
54,1,32454,3,9,2,20,2,1,1,0,0,60,1,1
39,1,346478,3,9,2,10,2,1,1,0,0,40,1,1
43,1,196158,4,10,5,12,7,1,3,0,0,38,1,0
42,13,208470,3,9,2,16,2,1,1,0,0,40,1,0
23,1,215616,3,9,3,12,4,1,3,0,0,37,1,0
23,1,275357,4,10,3,13,4,1,3,0,0,35,1,0
23,12,304871,4,10,3,7,6,1,1,0,0,40,1,0
54,1,99185,5,13,2,6,2,1,1,0,1977,40,1,1
23,1,115085,3,9,3,20,4,1,1,0,0,45,1,0
58,1,82050,4,10,2,20,2,1,1,0,0,60,1,1
46,1,123681,26,16,5,6,4,1,1,0,0,40,1,0
29,1,193152,26,16,2,6,2,1,1,0,0,45,1,1
53,1,309466,3,9,5,8,4,1,1,0,0,40,1,0
77,8,100883,22,4,2,13,2,1,1,0,0,8,25,0
37,1,32528,5,13,2,10,2,1,1,0,0,50,1,0
18,1,245199,18,6,3,20,6,1,1,0,0,40,1,0
36,1,72375,5,13,5,6,7,1,3,0,0,45,1,0
34,1,117963,3,9,3,8,6,1,1,0,0,45,1,0
45,1,160440,3,9,2,10,2,1,1,0,0,55,1,1
64,13,113570,16,12,2,25,2,3,1,0,0,40,1,0
58,9,191830,3,9,2,18,2,1,1,0,0,55,1,0
24,1,232328,24,5,5,13,6,1,3,0,0,35,1,0
37,1,92028,5,13,3,7,4,1,1,0,0,45,1,0
48,1,138342,3,9,2,8,2,1,1,0,1485,55,1,1
42,1,197810,4,10,5,6,7,1,3,0,0,40,1,0
28,1,102142,4,10,3,23,4,1,1,0,0,40,1,0
31,1,104223,5,13,3,10,7,3,3,0,0,40,1,0
34,1,132835,3,9,3,13,7,3,3,0,0,40,1,0
31,5,109195,5,13,2,24,2,1,1,0,0,70,1,0
33,1,203463,4,10,5,12,4,1,3,0,0,40,1,0
47,8,33114,14,7,5,21,7,8,1,0,0,50,1,0
27,1,187450,5,13,2,7,2,1,1,0,0,50,1,0
36,1,104213,4,10,5,12,7,1,3,0,0,40,1,0
31,1,257849,3,9,2,7,2,1,1,0,0,40,1,0
56,1,50490,3,9,2,20,2,1,1,0,0,40,1,0
18,1,85508,25,8,3,10,6,1,3,0,0,12,1,0
54,5,60449,5,13,8,10,7,1,1,0,0,60,1,0
27,8,131310,4,10,2,12,6,1,3,0,0,40,1,0
65,5,158177,10,14,2,10,2,1,1,10605,0,44,1,1
65,1,115922,14,7,5,21,4,1,1,0,0,24,1,0
21,1,403471,4,10,3,13,6,3,3,0,0,48,1,0
22,1,176131,4,10,2,7,2,3,1,0,0,40,1,0
32,1,149531,3,9,3,16,6,1,1,0,0,40,1,0
42,1,262243,14,7,2,8,2,1,1,0,0,35,1,1
32,1,64658,3,9,5,8,4,1,1,0,0,40,1,0
21,1,127914,4,10,3,13,6,1,1,0,0,20,1,0
49,12,182211,3,9,2,10,2,1,1,0,0,50,1,1
30,1,48520,3,9,5,20,4,1,1,0,0,43,1,0
20,1,403118,4,10,3,13,6,1,3,0,0,11,1,0
55,1,119344,3,9,2,6,6,1,3,0,0,40,1,0
46,5,334456,24,5,2,20,2,1,1,0,0,40,1,0
31,1,263110,3,9,5,12,7,1,3,0,0,40,1,0
31,5,279015,4,10,2,7,2,1,1,0,1887,40,1,1
58,1,195878,27,3,2,24,2,1,1,0,0,40,4,0
34,1,217652,25,8,5,16,6,1,3,0,0,40,1,0
65,13,44807,4,10,2,12,2,1,1,0,0,48,1,1
48,1,129777,3,9,8,12,7,1,3,0,0,40,1,0
28,9,195568,4,10,2,18,10,1,3,0,0,15,5,1
44,1,227466,4,10,2,20,2,3,1,0,0,40,1,1
26,1,228457,14,7,5,21,4,1,1,0,0,40,1,0
45,5,247053,3,9,2,8,2,1,1,0,0,40,1,0
19,1,188669,3,9,3,10,6,1,3,0,0,30,1,0
45,1,40666,5,13,2,6,2,1,1,0,0,40,40,0
57,9,190514,24,5,2,18,2,1,1,0,0,40,1,0
36,8,404661,4,10,2,6,2,3,1,0,0,40,1,1
45,5,39986,3,9,2,24,2,1,1,0,1740,56,1,0
43,1,175133,4,10,5,23,7,3,3,0,0,35,1,0
62,1,101375,18,6,5,16,4,1,3,0,0,40,1,0
31,1,256680,16,12,3,7,11,1,3,0,0,40,1,0
46,11,136878,5,13,3,6,4,1,1,0,0,40,1,0
51,1,106151,27,3,2,16,2,1,1,0,0,44,5,1
38,9,242221,3,9,3,18,7,3,3,0,0,38,1,0
38,1,101387,3,9,2,13,10,1,3,0,0,43,1,0
51,1,196828,4,10,5,10,4,1,3,0,0,38,1,1
20,9,195075,4,10,3,18,6,1,3,0,0,30,1,0
22,1,333910,4,10,3,10,6,1,3,0,0,22,1,0
46,5,103540,4,10,2,7,2,1,1,0,0,40,1,0
67,5,36876,3,9,2,24,2,1,1,0,0,40,1,0
55,1,158651,3,9,2,16,2,8,1,0,0,40,1,1
24,1,196943,12,11,2,6,2,1,1,0,0,40,1,1
41,1,184583,4,10,5,13,7,1,1,0,0,59,1,0
33,1,244817,3,9,3,13,4,1,1,0,0,40,1,0
35,1,386726,5,13,2,7,10,1,3,0,0,40,1,0
56,12,373593,10,14,2,7,2,1,1,0,1977,60,40,1
27,1,206199,3,9,3,8,4,3,1,0,0,40,1,0
32,1,93283,12,11,3,13,4,1,1,0,0,40,1,0
29,9,103628,5,13,11,18,4,1,3,0,0,4,29,0
21,8,391936,4,10,3,6,6,1,3,0,0,25,1,0
31,8,168740,3,9,2,25,2,3,1,0,0,40,1,1
42,1,150568,4,10,5,7,7,1,3,0,0,45,1,0
19,1,201178,3,9,3,12,4,1,3,0,0,25,1,0
63,1,75813,23,15,2,6,2,1,1,99999,0,60,1,1
34,8,398988,5,13,3,12,6,1,1,0,0,18,1,0
38,1,158363,4,10,2,10,2,1,1,0,0,40,1,0
19,1,81961,4,10,3,13,6,1,3,0,0,20,1,0
34,1,170017,3,9,5,8,6,1,1,0,0,40,1,0
21,1,348092,3,9,3,13,4,3,1,0,0,40,42,0
